A1,A2,A3
0.03,-0.69,-9.91
0.09,-0.60,-9.89
0.03,-0.60,-9.86
0.03,-0.63,-9.89
0.03,-0.63,-9.86
0.00,-0.57,-9.86
0.06,-0.66,-9.86
0.03,-0.66,-9.86
-0.03,-0.57,-9.86
0.06,-0.66,-9.86
0.03,-0.63,-9.86
-0.03,-0.60,-9.86
0.03,-0.72,-9.86
0.03,-0.66,-9.86
0.03,-0.60,-9.83
0.06,-0.72,-9.86
0.03,-0.66,-9.83
0.11,-0.60,-9.86
0.06,-0.69,-9.83
0.00,-0.63,-9.83
0.11,-0.63,-9.80
0.06,-0.69,-9.83
0.03,-0.63,-9.80
0.09,-0.66,-9.83
0.00,-0.69,-9.80
0.06,-0.66,-9.83
0.14,-0.63,-9.83
0.11,-0.60,-9.80
0.14,-0.63,-9.83
0.11,-0.57,-9.80
0.14,-0.66,-9.83
0.14,-0.63,-9.83
0.06,-0.60,-9.83
0.11,-0.66,-9.83
0.14,-0.66,-9.83
0.06,-0.57,-9.83
0.09,-0.66,-9.80
0.14,-0.60,-9.83
0.17,-0.60,-9.80
0.14,-0.60,-9.83
0.09,-0.55,-9.83
0.14,-0.55,-9.83
0.23,-0.60,-9.80
0.14,-0.60,-9.83
0.11,-0.57,-9.80
0.14,-0.66,-9.86
0.14,-0.60,-9.86
0.14,-0.55,-9.86
0.17,-0.60,-9.83
0.17,-0.57,-9.86
0.17,-0.52,-9.80
0.14,-0.52,-9.83
0.11,-0.55,-9.83
0.14,-0.55,-9.86
0.14,-0.57,-9.83
0.06,-0.60,-9.86
0.11,-0.57,-9.86
0.14,-0.60,-9.83
0.14,-0.60,-9.86
0.11,-0.52,-9.86
0.09,-0.55,-9.86
0.14,-0.57,-9.86
0.09,-0.52,-9.86
0.00,-0.55,-9.83
0.09,-0.57,-9.86
0.06,-0.55,-9.86
0.03,-0.63,-9.89
0.03,-0.63,-9.86
0.03,-0.57,-9.86
0.09,-0.63,-9.86
0.06,-0.60,-9.86
0.00,-0.55,-9.86
0.06,-0.63,-9.86
0.06,-0.60,-9.86
0.00,-0.55,-9.83
0.03,-0.60,-9.86
0.00,-0.66,-9.86
0.00,-0.60,-9.86
0.06,-0.63,-9.89
0.00,-0.63,-9.86
0.03,-0.60,-9.83
0.06,-0.60,-9.83
0.00,-0.66,-9.86
0.03,-0.60,-9.83
0.03,-0.63,-9.86
-0.03,-0.66,-9.83
0.06,-0.57,-9.86
0.00,-0.63,-9.86
0.00,-0.72,-9.86
0.06,-0.66,-9.83
0.00,-0.72,-9.89
0.03,-0.69,-9.89
0.03,-0.60,-9.83
0.03,-0.63,-9.83
0.06,-0.63,-9.83
0.03,-0.63,-9.86
0.00,-0.69,-9.83
0.06,-0.69,-9.83
0.06,-0.66,-9.83
0.03,-0.63,-9.86
0.14,-0.63,-9.83
0.11,-0.63,-9.86
0.09,-0.66,-9.83
0.11,-0.72,-9.86
0.06,-0.66,-9.83
0.14,-0.60,-9.83
0.14,-0.63,-9.83
0.06,-0.60,-9.83
0.14,-0.63,-9.80
0.17,-0.69,-9.83
0.11,-0.66,-9.86
0.11,-0.69,-9.83
0.11,-0.66,-9.83
0.17,-0.60,-9.83
0.14,-0.63,-9.83
0.09,-0.60,-9.83
0.14,-0.63,-9.83
0.17,-0.63,-9.86
0.11,-0.63,-9.86
0.14,-0.57,-9.86
0.14,-0.63,-9.83
0.11,-0.66,-9.83
0.14,-0.63,-9.86
0.14,-0.66,-9.86
0.17,-0.57,-9.86
0.17,-0.55,-9.86
0.11,-0.63,-9.86
0.14,-0.63,-9.86
0.11,-0.57,-9.89
0.09,-0.63,-9.83
0.11,-0.66,-9.86
0.03,-0.60,-9.89
0.09,-0.63,-9.83
0.17,-0.66,-9.89
0.03,-0.60,-9.91
0.11,-0.60,-9.89
0.14,-0.63,-9.86
0.03,-0.55,-9.86
0.09,-0.57,-9.83
0.03,-0.63,-9.89
0.03,-0.57,-9.86
0.06,-0.66,-9.83
0.03,-0.63,-9.89
0.03,-0.60,-9.86
0.06,-0.66,-9.86
0.03,-0.66,-9.86
0.09,-0.57,-9.89
0.03,-0.63,-9.86
0.06,-0.66,-9.86
0.06,-0.63,-9.86
-0.03,-0.60,-9.89
0.03,-0.66,-9.86
0.03,-0.63,-9.83
0.00,-0.63,-9.86
0.00,-0.72,-9.83
0.00,-0.66,-9.83
0.09,-0.63,-9.83
0.09,-0.69,-9.86
-0.03,-0.66,-9.83
0.00,-0.63,-9.83
0.03,-0.63,-9.83
0.03,-0.63,-9.83
0.00,-0.63,-9.86
0.00,-0.66,-9.83
0.06,-0.69,-9.86
0.06,-0.66,-9.83
0.00,-0.66,-9.86
0.09,-0.66,-9.83
0.11,-0.63,-9.83
0.06,-0.63,-9.83
0.11,-0.66,-9.86
0.06,-0.66,-9.83
0.09,-0.63,-9.83
0.11,-0.63,-9.83
0.00,-0.63,-9.86
0.11,-0.63,-9.86
0.11,-0.66,-9.83
0.06,-0.63,-9.86
0.14,-0.66,-9.86
0.11,-0.66,-9.86
0.11,-0.60,-9.83
0.14,-0.57,-9.86
0.09,-0.60,-9.83
0.11,-0.60,-9.80
0.09,-0.57,-9.83
0.11,-0.63,-9.83
0.11,-0.66,-9.86
0.03,-0.63,-9.83
0.14,-0.63,-9.86
0.14,-0.60,-9.86
0.09,-0.55,-9.86
0.17,-0.57,-9.86
0.09,-0.63,-9.86
0.06,-0.55,-9.86
0.14,-0.57,-9.86
0.03,-0.63,-9.86
0.09,-0.52,-9.89
0.14,-0.60,-9.86
0.03,-0.66,-9.86
0.03,-0.57,-9.86
0.11,-0.63,-9.86
0.11,-0.60,-9.83
0.09,-0.52,-9.86
0.09,-0.55,-9.86
0.09,-0.57,-9.86
0.06,-0.60,-9.83
0.06,-0.60,-9.86
0.06,-0.60,-9.86
0.03,-0.60,-9.86
0.06,-0.60,-9.86
0.06,-0.60,-9.89
0.00,-0.60,-9.86
0.00,-0.60,-9.86
0.06,-0.60,-9.89
0.03,-0.55,-9.86
-0.03,-0.52,-9.86
0.00,-0.63,-9.86
0.00,-0.57,-9.86
0.00,-0.60,-9.86
0.00,-0.66,-9.89
0.00,-0.60,-9.86
0.00,-0.60,-9.86
0.06,-0.63,-9.86
0.00,-0.60,-9.80
-0.03,-0.60,-9.83
0.06,-0.63,-9.83
0.03,-0.66,-9.83
0.00,-0.63,-9.86
0.03,-0.63,-9.83
0.03,-0.69,-9.83
0.03,-0.60,-9.83
0.03,-0.69,-9.83
0.06,-0.75,-9.83
0.06,-0.63,-9.83
0.06,-0.69,-9.83
0.06,-0.66,-9.83
0.03,-0.55,-9.83
0.09,-0.63,-9.83
0.09,-0.66,-9.86
0.06,-0.66,-9.83
0.06,-0.69,-9.83
0.03,-0.69,-9.83
0.06,-0.66,-9.83
0.09,-0.66,-9.89
0.06,-0.63,-9.86
0.14,-0.63,-9.83
0.14,-0.63,-9.83
0.06,-0.63,-9.77
0.09,-0.60,-9.83
0.11,-0.66,-9.83
0.11,-0.63,-9.80
0.17,-0.63,-9.83
0.09,-0.66,-9.83
0.11,-0.66,-9.83
0.17,-0.60,-9.80
0.14,-0.66,-9.83
0.14,-0.66,-9.86
0.17,-0.60,-9.86
0.17,-0.60,-9.83
0.14,-0.60,-9.86
0.17,-0.60,-9.83
0.14,-0.57,-9.83
0.17,-0.63,-9.83
0.17,-0.63,-9.86
0.11,-0.63,-9.86
0.14,-0.66,-9.86
0.14,-0.60,-9.89
0.11,-0.55,-9.89
0.14,-0.57,-9.86
0.09,-0.55,-9.83
0.09,-0.52,-9.83
0.09,-0.52,-9.86
0.11,-0.55,-9.86
0.17,-0.63,-9.89
0.11,-0.60,-9.91
0.09,-0.60,-9.89
0.14,-0.63,-9.86
0.06,-0.57,-9.86
0.09,-0.60,-9.83
0.17,-0.60,-9.86
0.06,-0.49,-9.83
0.06,-0.55,-9.83
0.09,-0.57,-9.80
0.00,-0.55,-9.86
0.09,-0.60,-9.89
0.06,-0.66,-9.89
0.03,-0.60,-9.89
0.09,-0.63,-9.86
0.09,-0.63,-9.86
0.03,-0.57,-9.83
0.09,-0.60,-9.86
0.09,-0.60,-9.86
0.00,-0.55,-9.83
0.03,-0.57,-9.86
0.03,-0.66,-9.83
-0.03,-0.60,-9.86
0.06,-0.63,-9.86
0.00,-0.66,-9.80
0.06,-0.66,-9.83
0.14,-0.63,-9.83
0.00,-0.60,-9.83
0.06,-0.60,-9.80
0.14,-0.63,-9.80
0.09,-0.63,-9.83
0.00,-0.63,-9.80
0.03,-0.63,-9.80
0.11,-0.66,-9.80
0.06,-0.63,-9.83
0.06,-0.63,-9.83
0.14,-0.72,-9.83
0.11,-0.63,-9.83
0.14,-0.60,-9.80
0.11,-0.63,-9.83
0.06,-0.52,-9.83
0.14,-0.55,-9.80
0.11,-0.66,-9.83
0.03,-0.63,-9.83
0.09,-0.66,-9.83
0.14,-0.69,-9.80
0.11,-0.60,-9.80
0.11,-0.60,-9.83
0.14,-0.66,-9.83
0.14,-0.66,-9.83
0.14,-0.57,-9.83
0.09,-0.60,-9.83
0.14,-0.57,-9.83
0.17,-0.55,-9.83
0.11,-0.63,-9.83
0.17,-0.63,-9.86
0.14,-0.60,-9.83
0.17,-0.63,-9.83
0.20,-0.57,-9.83
0.14,-0.60,-9.89
0.17,-0.60,-9.89
0.14,-0.60,-9.83
0.14,-0.63,-9.83
0.14,-0.52,-9.83
0.09,-0.55,-9.86
0.20,-0.63,-9.86
0.14,-0.55,-9.86
0.06,-0.60,-9.86
0.17,-0.63,-9.86
0.14,-0.55,-9.89
0.14,-0.57,-9.86
0.17,-0.55,-9.86
0.06,-0.52,-9.86
0.11,-0.55,-9.83
0.09,-0.52,-9.86
0.06,-0.55,-9.86
0.14,-0.60,-9.89
0.00,-0.66,-9.86
0.09,-0.60,-9.86
0.11,-0.60,-9.89
0.03,-0.60,-9.86
0.14,-0.55,-9.86
0.06,-0.52,-9.83
0.00,-0.55,-9.86
0.09,-0.52,-9.83
0.00,-0.63,-9.86
0.09,-0.63,-9.86
0.09,-0.57,-9.86
-0.03,-0.66,-9.86
0.00,-0.63,-9.89
0.00,-0.63,-9.86
0.06,-0.63,-9.86
0.06,-0.60,-9.83
0.00,-0.60,-9.83
0.06,-0.60,-9.83
0.00,-0.57,-9.86
0.03,-0.63,-9.83
0.09,-0.63,-9.86
-0.03,-0.69,-9.86
0.06,-0.66,-9.86
0.09,-0.69,-9.86
-0.03,-0.72,-9.83
0.09,-0.63,-9.83
0.11,-0.66,-9.80
0.03,-0.66,-9.83
0.09,-0.63,-9.83
0.06,-0.72,-9.83
0.00,-0.63,-9.80
0.09,-0.63,-9.83
0.11,-0.75,-9.86
0.06,-0.66,-9.83
0.06,-0.66,-9.86
0.09,-0.75,-9.86
0.06,-0.63,-9.83
0.09,-0.60,-9.83
0.14,-0.69,-9.83
0.03,-0.63,-9.86
0.11,-0.60,-9.83
0.17,-0.69,-9.86
0.06,-0.66,-9.86
0.14,-0.63,-9.83
0.17,-0.75,-9.89
0.06,-0.69,-9.86
0.14,-0.60,-9.83
0.14,-0.66,-9.86
0.09,-0.60,-9.83
0.17,-0.57,-9.80
0.09,-0.66,-9.86
0.11,-0.57,-9.83
0.17,-0.57,-9.80
0.11,-0.69,-9.86
0.14,-0.66,-9.86
0.11,-0.63,-9.89
0.09,-0.66,-9.89
0.17,-0.63,-9.86
0.14,-0.55,-9.86
0.14,-0.57,-9.86
0.20,-0.63,-9.89
0.09,-0.49,-9.86
0.11,-0.55,-9.83
0.17,-0.63,-9.86
0.06,-0.55,-9.86
0.11,-0.60,-9.89
0.14,-0.63,-9.91
0.03,-0.55,-9.89
0.11,-0.57,-9.86
0.17,-0.63,-9.86
0.06,-0.57,-9.86
0.06,-0.52,-9.86
0.06,-0.55,-9.89
0.03,-0.57,-9.83
0.09,-0.55,-9.86
0.06,-0.60,-9.89
0.03,-0.66,-9.86
0.06,-0.63,-9.89
0.03,-0.66,-9.86
0.03,-0.66,-9.86
0.09,-0.60,-9.86
0.06,-0.60,-9.83
0.09,-0.57,-9.83
0.00,-0.60,-9.83
-0.03,-0.63,-9.83
0.06,-0.60,-9.86
0.00,-0.63,-9.86
0.00,-0.66,-9.86
0.03,-0.69,-9.83
0.03,-0.63,-9.83
0.06,-0.66,-9.86
-0.03,-0.66,-9.86
0.03,-0.57,-9.83
0.09,-0.63,-9.80
0.00,-0.63,-9.80
0.00,-0.55,-9.80
0.03,-0.66,-9.83
0.00,-0.69,-9.83
0.00,-0.63,-9.86
0.00,-0.75,-9.83
0.03,-0.63,-9.83
0.03,-0.63,-9.80
0.06,-0.75,-9.83
0.03,-0.66,-9.80
0.06,-0.63,-9.83
0.09,-0.69,-9.83
-0.03,-0.60,-9.77
0.06,-0.66,-9.80
0.09,-0.66,-9.83
0.03,-0.66,-9.83
0.11,-0.72,-9.83
0.06,-0.69,-9.83
0.11,-0.63,-9.83
0.14,-0.60,-9.83
0.06,-0.63,-9.83
0.11,-0.63,-9.83
0.06,-0.60,-9.83
0.06,-0.66,-9.83
0.14,-0.63,-9.86
0.09,-0.63,-9.86
0.11,-0.72,-9.86
0.06,-0.63,-9.89
0.11,-0.63,-9.86
0.17,-0.66,-9.89
0.06,-0.55,-9.86
0.14,-0.57,-9.86
0.14,-0.60,-9.83
0.03,-0.52,-9.86
0.17,-0.57,-9.86
0.09,-0.63,-9.83
0.06,-0.60,-9.86
0.17,-0.60,-9.86
0.09,-0.63,-9.89
0.11,-0.57,-9.86
0.17,-0.55,-9.89
0.09,-0.57,-9.86
0.11,-0.55,-9.86
0.09,-0.55,-9.86
0.06,-0.60,-9.89
0.09,-0.49,-9.86
0.06,-0.55,-9.89
0.06,-0.60,-9.86
0.06,-0.55,-9.86
0.03,-0.60,-9.89
0.11,-0.63,-9.86
0.06,-0.57,-9.86
0.03,-0.60,-9.86
0.11,-0.57,-9.89
0.06,-0.52,-9.86
0.00,-0.55,-9.83
0.06,-0.60,-9.86
0.03,-0.60,-9.86
0.00,-0.57,-9.86
0.06,-0.69,-9.86
0.03,-0.63,-9.89
0.00,-0.60,-9.86
0.06,-0.66,-9.89
0.03,-0.57,-9.86
0.06,-0.60,-9.86
0.09,-0.63,-9.86
-0.03,-0.55,-9.83
0.03,-0.60,-9.86
0.03,-0.69,-9.83
-0.06,-0.66,-9.86
0.06,-0.66,-9.89
0.06,-0.66,-9.86
0.03,-0.63,-9.86
0.06,-0.66,-9.83
0.03,-0.63,-9.86
0.03,-0.57,-9.86
0.00,-0.60,-9.80
0.06,-0.66,-9.83
0.09,-0.66,-9.83
0.00,-0.63,-9.83
0.06,-0.72,-9.83
0.09,-0.69,-9.89
0.06,-0.63,-9.86
0.06,-0.75,-9.86
0.06,-0.69,-9.86
0.09,-0.52,-9.80
0.11,-0.66,-9.83
0.00,-0.66,-9.83
0.06,-0.57,-9.80
0.17,-0.69,-9.86
0.06,-0.66,-9.83
0.06,-0.63,-9.83
0.17,-0.72,-9.83
0.14,-0.66,-9.86
0.09,-0.57,-9.83
0.14,-0.66,-9.86
0.14,-0.60,-9.83
0.14,-0.60,-9.83
0.11,-0.60,-9.83
0.09,-0.60,-9.80
0.17,-0.60,-9.83
0.11,-0.63,-9.83
0.09,-0.66,-9.86
0.17,-0.66,-9.86
0.14,-0.63,-9.86
0.17,-0.66,-9.83
0.20,-0.57,-9.86
0.09,-0.55,-9.83
0.17,-0.60,-9.86
0.14,-0.57,-9.83
0.03,-0.55,-9.83
0.14,-0.57,-9.83
0.09,-0.63,-9.86
0.06,-0.60,-9.86
0.14,-0.63,-9.89
0.06,-0.63,-9.86
0.14,-0.57,-9.86
0.20,-0.60,-9.86
0.09,-0.57,-9.83
0.11,-0.52,-9.86
0.14,-0.57,-9.83
0.09,-0.60,-9.83
0.11,-0.57,-9.83
0.11,-0.60,-9.86
0.06,-0.63,-9.83
0.06,-0.60,-9.89
0.09,-0.63,-9.89
0.06,-0.60,-9.83
0.06,-0.52,-9.86
0.09,-0.55,-9.83
0.06,-0.57,-9.83
0.06,-0.55,-9.80
0.11,-0.57,-9.83
0.06,-0.63,-9.83
0.03,-0.63,-9.89
0.03,-0.66,-9.86
0.06,-0.66,-9.86
0.03,-0.63,-9.89
0.03,-0.66,-9.89
0.06,-0.60,-9.83
0.03,-0.60,-9.86
0.03,-0.60,-9.83
0.06,-0.63,-9.83
0.03,-0.60,-9.83
0.06,-0.63,-9.83
0.03,-0.66,-9.83
0.06,-0.66,-9.86
0.11,-0.63,-9.86
0.03,-0.69,-9.83
0.06,-0.66,-9.83
0.11,-0.63,-9.80
0.06,-0.63,-9.80
0.06,-0.63,-9.83
0.03,-0.63,-9.83
0.06,-0.66,-9.83
0.09,-0.60,-9.83
0.06,-0.69,-9.83
0.09,-0.72,-9.83
0.09,-0.66,-9.86
0.14,-0.66,-9.86
0.11,-0.66,-9.83
0.09,-0.60,-9.83
0.17,-0.63,-9.83
0.11,-0.60,-9.86
0.11,-0.60,-9.83
0.17,-0.57,-9.80
0.11,-0.63,-9.80
0.11,-0.66,-9.86
0.11,-0.60,-9.83
0.20,-0.66,-9.86
0.14,-0.66,-9.86
0.11,-0.52,-9.83
0.23,-0.60,-9.83
0.14,-0.60,-9.83
0.14,-0.55,-9.83
0.17,-0.57,-9.83
0.06,-0.52,-9.80
0.17,-0.55,-9.83
0.09,-0.63,-9.89
0.03,-0.60,-9.83
0.20,-0.63,-9.86
0.14,-0.63,-9.86
0.14,-0.52,-9.86
0.20,-0.60,-9.89
0.14,-0.60,-9.89
0.17,-0.49,-9.86
0.14,-0.55,-9.89
0.14,-0.57,-9.89
0.14,-0.55,-9.86
0.09,-0.60,-9.89
0.11,-0.63,-9.91
0.14,-0.60,-9.94
0.11,-0.60,-9.89
0.11,-0.63,-9.86
0.06,-0.57,-9.89
0.06,-0.55,-9.83
0.09,-0.57,-9.86
0.06,-0.60,-9.86
0.09,-0.57,-9.83
0.09,-0.63,-9.86
0.06,-0.66,-9.86
0.09,-0.63,-9.89
0.06,-0.66,-9.91
0.06,-0.63,-9.94
0.06,-0.60,-9.89
0.06,-0.57,-9.89
0.09,-0.60,-9.86
0.00,-0.57,-9.86
0.00,-0.60,-9.86
0.03,-0.63,-9.89
0.00,-0.63,-9.86
0.03,-0.63,-9.86
0.06,-0.69,-9.86
0.03,-0.63,-9.86
0.11,-0.66,-9.86
0.03,-0.66,-9.86
0.00,-0.63,-9.86
0.11,-0.60,-9.83
0.00,-0.60,-9.83
0.00,-0.60,-9.83
0.09,-0.63,-9.83
-0.03,-0.75,-9.86
0.03,-0.72,-9.83
0.11,-0.69,-9.86
0.00,-0.72,-9.83
0.06,-0.66,-9.86
0.14,-0.66,-9.86
0.06,-0.69,-9.83
0.09,-0.63,-9.80
0.11,-0.66,-9.83
0.06,-0.66,-9.80
0.09,-0.60,-9.83
0.09,-0.69,-9.83
0.09,-0.72,-9.86
0.09,-0.63,-9.83
0.09,-0.72,-9.80
0.11,-0.66,-9.83
0.11,-0.57,-9.80
0.11,-0.63,-9.80
0.11,-0.66,-9.83
0.09,-0.57,-9.83
0.17,-0.63,-9.80
0.14,-0.66,-9.86
0.03,-0.60,-9.83
0.17,-0.66,-9.80
0.14,-0.75,-9.86
0.09,-0.63,-9.86
0.14,-0.60,-9.83
0.11,-0.63,-9.86
0.14,-0.49,-9.83
0.09,-0.55,-9.83
0.09,-0.63,-9.83
0.17,-0.57,-9.83
0.09,-0.60,-9.83
0.11,-0.63,-9.83
0.11,-0.63,-9.89
0.11,-0.63,-9.83
0.17,-0.60,-9.86
0.06,-0.60,-9.86
0.09,-0.57,-9.86
0.11,-0.55,-9.83
0.09,-0.57,-9.86
0.06,-0.52,-9.83
0.00,-0.52,-9.86
0.09,-0.63,-9.86
0.06,-0.60,-9.89
0.00,-0.60,-9.89
0.06,-0.63,-9.86
0.03,-0.57,-9.89
0.03,-0.63,-9.86
0.06,-0.57,-9.86
0.06,-0.55,-9.86
0.06,-0.57,-9.86
-0.03,-0.55,-9.83
0.03,-0.60,-9.89
0.03,-0.60,-9.89
-0.06,-0.60,-9.86
0.03,-0.69,-9.89
0.00,-0.66,-9.89
-0.03,-0.63,-9.89
0.09,-0.60,-9.89
0.00,-0.60,-9.89
-0.03,-0.60,-9.86
0.00,-0.55,-9.89
-0.11,-0.60,-9.86
-0.06,-0.63,-9.86
-0.03,-0.60,-9.86
-0.11,-0.66,-9.89
-0.14,-0.66,-9.83
-0.20,-0.60,-9.83
-0.17,-0.66,-9.80
-0.11,-0.63,-9.80
-0.17,-0.60,-9.77
-0.14,-0.63,-9.80
-0.20,-0.66,-9.77
-0.26,-0.63,-9.74
-0.23,-0.66,-9.77
-0.32,-0.63,-9.74
-0.29,-0.63,-9.71
-0.32,-0.66,-9.74
-0.37,-0.69,-9.71
-0.34,-0.63,-9.71
-0.34,-0.63,-9.69
-0.34,-0.57,-9.71
-0.40,-0.55,-9.71
-0.43,-0.60,-9.71
-0.46,-0.63,-9.71
-0.52,-0.57,-9.71
-0.52,-0.66,-9.74
-0.57,-0.66,-9.77
-0.57,-0.63,-9.80
-0.57,-0.66,-9.80
-0.69,-0.66,-9.80
-0.63,-0.60,-9.80
-0.63,-0.60,-9.83
-0.72,-0.60,-9.83
-0.69,-0.57,-9.80
-0.72,-0.60,-9.83
-0.75,-0.57,-9.83
-0.66,-0.60,-9.83
-0.80,-0.72,-9.86
-0.78,-0.66,-9.89
-0.69,-0.57,-9.89
-0.75,-0.63,-9.91
-0.78,-0.60,-9.94
-0.83,-0.52,-9.91
-0.86,-0.55,-9.94
-0.89,-0.52,-9.94
-0.98,-0.49,-9.94
-0.89,-0.57,-9.94
-0.95,-0.63,-9.94
-1.03,-0.52,-9.94
-0.98,-0.63,-9.97
-1.06,-0.63,-9.97
-1.06,-0.52,-9.91
-0.98,-0.57,-9.94
-1.06,-0.55,-9.94
-1.09,-0.43,-9.86
-1.15,-0.52,-9.89
-1.21,-0.60,-9.91
-1.21,-0.55,-9.89
-1.26,-0.60,-9.91
-1.24,-0.72,-9.94
-1.21,-0.63,-9.94
-1.29,-0.52,-9.94
-1.29,-0.63,-9.94
-1.35,-0.60,-9.91
-1.35,-0.46,-9.86
-1.35,-0.55,-9.83
-1.47,-0.57,-9.89
-1.47,-0.52,-9.86
-1.47,-0.60,-9.83
-1.61,-0.63,-9.86
-1.55,-0.60,-9.86
-1.52,-0.66,-9.89
-1.61,-0.66,-9.83
-1.52,-0.60,-9.83
-1.61,-0.63,-9.80
-1.67,-0.57,-9.83
-1.61,-0.55,-9.80
-1.78,-0.60,-9.74
-1.72,-0.60,-9.71
-1.64,-0.66,-9.80
-1.84,-0.66,-9.80
-1.81,-0.63,-9.77
-1.81,-0.69,-9.83
-1.90,-0.66,-9.80
-1.78,-0.63,-9.80
-1.81,-0.66,-9.80
-1.95,-0.60,-9.77
-1.93,-0.57,-9.74
-1.95,-0.63,-9.71
-1.98,-0.63,-9.74
-2.01,-0.60,-9.77
-2.04,-0.66,-9.83
-1.98,-0.75,-9.83
-2.07,-0.66,-9.83
-2.07,-0.63,-9.83
-2.07,-0.72,-9.86
-2.13,-0.60,-9.80
-2.07,-0.57,-9.80
-2.13,-0.66,-9.80
-2.21,-0.52,-9.83
-2.21,-0.60,-9.83
-2.21,-0.72,-9.80
-2.18,-0.66,-9.86
-2.21,-0.63,-9.86
-2.27,-0.66,-9.86
-2.33,-0.66,-9.86
-2.39,-0.63,-9.89
-2.36,-0.57,-9.86
-2.33,-0.60,-9.86
-2.36,-0.60,-9.83
-2.39,-0.55,-9.89
-2.50,-0.60,-9.91
-2.59,-0.60,-9.89
-2.59,-0.60,-9.91
-2.56,-0.66,-9.94
-2.53,-0.63,-9.91
-2.56,-0.60,-9.94
-2.59,-0.60,-9.94
-2.64,-0.52,-9.91
-2.76,-0.52,-9.89
-2.79,-0.52,-9.91
-2.73,-0.52,-9.89
-2.70,-0.52,-9.94
-2.79,-0.52,-9.94
-2.82,-0.60,-9.94
-2.87,-0.60,-9.97
-2.96,-0.55,-9.97
-2.87,-0.63,-10.00
-2.79,-0.60,-10.00
-2.93,-0.49,-9.94
-3.05,-0.49,-9.94
-3.10,-0.46,-9.94
-3.10,-0.49,-9.91
-3.13,-0.57,-9.97
-3.10,-0.60,-9.97
-3.10,-0.63,-9.97
-3.19,-0.60,-10.00
-3.25,-0.63,-9.97
-3.25,-0.60,-9.97
-3.22,-0.52,-9.94
-3.16,-0.55,-9.94
-3.33,-0.57,-9.94
-3.42,-0.49,-9.94
-3.39,-0.52,-9.91
-3.51,-0.63,-9.94
-3.53,-0.63,-9.94
-3.42,-0.63,-9.94
-3.42,-0.66,-9.97
-3.45,-0.60,-9.97
-3.45,-0.60,-9.97
-3.53,-0.60,-10.00
-3.51,-0.55,-10.00
-3.59,-0.55,-9.94
-3.71,-0.49,-9.86
-3.56,-0.55,-9.91
-3.65,-0.63,-9.97
-3.79,-0.66,-9.94
-3.68,-0.75,-9.94
-3.68,-0.66,-9.94
-3.65,-0.60,-9.97
-3.56,-0.66,-10.00
-3.71,-0.55,-9.94
-3.68,-0.52,-9.89
-3.68,-0.63,-9.86
-3.85,-0.60,-9.86
-3.79,-0.60,-9.86
-3.88,-0.66,-9.89
-3.88,-0.60,-9.86
-3.82,-0.52,-9.86
-3.94,-0.63,-9.86
-3.88,-0.78,-9.89
-3.85,-0.52,-9.86
-3.97,-0.52,-9.86
-3.88,-0.63,-9.86
-3.99,-0.46,-9.83
-4.14,-0.46,-9.80
-4.05,-0.55,-9.83
-4.05,-0.52,-9.86
-4.11,-0.60,-9.83
-4.08,-0.75,-9.89
-4.08,-0.60,-9.91
-4.08,-0.49,-9.91
-3.99,-0.66,-9.97
-4.05,-0.57,-9.94
-4.17,-0.40,-9.89
-4.22,-0.49,-9.89
-4.22,-0.52,-9.91
-4.25,-0.40,-9.94
-4.34,-0.43,-9.94
-4.31,-0.60,-9.94
-4.43,-0.55,-9.97
-4.40,-0.46,-9.97
-4.31,-0.66,-9.97
-4.63,-0.40,-10.00
-4.37,-0.23,-9.94
-4.40,-0.60,-9.94
-4.63,-0.46,-9.97
-4.45,-0.32,-9.97
-4.77,-0.57,-9.94
-4.54,-0.72,-9.97
-4.51,-0.43,-9.94
-4.91,-0.43,-9.97
-4.57,-0.63,-10.03
-4.66,-0.34,-9.94
-4.66,-0.46,-9.94
-4.68,-0.69,-9.97
-4.83,-0.37,-9.94
-4.43,-0.37,-9.97
-4.83,-0.46,-9.97
-5.00,-0.46,-9.97
-4.77,-0.43,-9.97
-5.00,-0.55,-10.03
-4.89,-0.80,-10.14
-4.89,-0.52,-10.09
-4.97,-0.60,-10.09
-4.94,-0.60,-10.14
-4.86,-0.11,-10.09
-4.97,-0.40,-10.03
-5.12,-0.57,-10.03
-4.77,-0.52,-10.09
-4.94,-0.55,-10.00
-5.06,-0.46,-10.03
-4.83,-0.52,-10.14
-5.14,-0.46,-10.00
-4.94,-0.80,-10.09
-5.03,-0.78,-10.06
-5.03,-0.34,-9.83
-4.60,-0.52,-9.97
-5.14,-0.55,-9.91
-5.03,-0.40,-9.91
-4.86,-0.37,-9.97
-5.12,-0.89,-9.94
-4.91,-1.03,-10.06
-5.23,-0.17,-9.91
-5.06,-0.63,-9.97
-4.80,-0.60,-10.09
-5.00,-0.17,-9.91
-4.83,-1.26,-10.09
-5.06,-0.66,-10.03
-4.86,-0.03,-9.89
-4.97,-0.83,-9.97
-5.14,-0.40,-9.89
-4.86,-0.46,-9.97
-5.32,-1.09,-9.91
-4.97,-0.89,-9.91
-4.77,-0.32,-9.91
-5.12,0.00,-9.80
-4.68,-0.66,-9.97
-5.20,-0.80,-9.91
-5.09,-0.37,-9.86
-4.60,-0.75,-10.03
-4.91,-0.69,-9.89
